"Storage 182446 - RawData - C:\Documents and Settings\Administrator\My Documents\•ÐŽRŒ¤\‰iˆä\0313\BTB07.5.spc"
"”g’· (nm)","Abs."
2032.00, 
2033.00, 
2034.00, 
2035.00, 
2036.00, 
2037.00, 
2038.00, 
2039.00, 
2040.00, 
2041.00, 
2042.00, 
2043.00, 
2044.00, 
2045.00, 
2046.00, 
2047.00, 
2048.00, 
2049.00, 
2050.00, 
2051.00, 
2052.00, 
2053.00, 
2054.00, 
2055.00, 
2056.00, 
2057.00, 
2058.00, 
2059.00, 
2060.00, 
2061.00, 
2062.00, 
2063.00, 
2064.00, 
2065.00, 
2066.00, 
2067.00, 
2068.00, 
2069.00, 
2070.00, 
2071.00, 
2072.00, 
2073.00, 
2074.00, 
2075.00, 
2076.00, 
2077.00, 
2078.00, 
2079.00, 
2080.00, 
2081.00, 
2082.00, 
2083.00, 
2084.00, 
2085.00, 
2086.00, 
2087.00, 
2088.00, 
2089.00, 
2090.00, 
2091.00, 
2092.00, 
2093.00, 
2094.00, 
2095.00, 
2096.00, 
2097.00, 
2098.00, 
2099.00, 
2100.00, 
2101.00, 
2102.00, 
2103.00, 
2104.00, 
2105.00, 
2106.00, 
2107.00, 
2108.00, 
2109.00, 
2110.00, 
2111.00, 
2112.00, 
2113.00, 
2114.00, 
2115.00, 
2116.00, 
2117.00, 
2118.00, 
2119.00, 
2120.00, 
2121.00, 
2122.00, 
2123.00, 
2124.00, 
2125.00, 
2126.00, 
2127.00, 
2128.00, 
2129.00, 
2130.00, 
2131.00, 
2132.00, 
2133.00, 
2134.00, 
2135.00, 
2136.00, 
2137.00, 
2138.00, 
2139.00, 
2140.00, 
2141.00, 
2142.00, 
2143.00, 
2144.00, 
2145.00, 
2146.00, 
2147.00, 
2148.00, 
2149.00, 
2150.00, 
2151.00, 
2152.00, 
2153.00, 
2154.00, 
2155.00, 
2156.00, 
2157.00, 
2158.00, 
2159.00, 
2160.00, 
2161.00, 
2162.00, 
2163.00, 
2164.00, 
2165.00, 
2166.00, 
2167.00, 
2168.00, 
2169.00, 
2170.00, 
2171.00, 
2172.00, 
2173.00, 
2174.00, 
2175.00, 
2176.00, 
2177.00, 
2178.00, 
2179.00, 
2180.00, 
2181.00, 
2182.00, 
2183.00, 
2184.00, 
2185.00, 
2186.00, 
2187.00, 
2188.00, 
2189.00, 
2190.00, 
2191.00, 
2192.00, 
2193.00, 
2194.00, 
2195.00, 
2196.00, 
2197.00, 
2198.00, 
2199.00, 
2200.00, 
2201.00, 
2202.00, 
2203.00, 
2204.00, 
2205.00, 
2206.00, 
2207.00, 
2208.00, 
2209.00, 
2210.00, 
2211.00, 
2212.00, 
2213.00, 
2214.00, 
2215.00, 
2216.00, 
2217.00, 
2218.00, 
2219.00, 
2220.00, 
2221.00, 
2222.00, 
2223.00, 
2224.00, 
2225.00, 
2226.00, 
2227.00, 
2228.00, 
2229.00, 
2230.00, 
2231.00, 
2232.00, 
2233.00, 
2234.00, 
2235.00, 
2236.00, 
2237.00, 
2238.00, 
2239.00, 
2240.00, 
2241.00, 
2242.00, 
2243.00, 
2244.00, 
2245.00, 
2246.00, 
2247.00, 
2248.00, 
2249.00, 
2250.00, 
2251.00, 
2252.00, 
2253.00, 
2254.00, 
2255.00, 
2256.00, 
2257.00, 
2258.00, 
2259.00, 
2260.00, 
2261.00, 
2262.00, 
2263.00, 
2264.00, 
2265.00, 
2266.00, 
2267.00, 
2268.00, 
2269.00, 
2270.00, 
2271.00, 
2272.00, 
2273.00, 
2274.00, 
2275.00, 
2276.00, 
2277.00, 
2278.00, 
2279.00, 
2280.00, 
2281.00, 
2282.00, 
2283.00, 
2284.00, 
2285.00, 
2286.00, 
2287.00, 
2288.00, 
2289.00, 
2290.00, 
2291.00, 
2292.00, 
2293.00, 
2294.00, 
2295.00, 
2296.00, 
2297.00, 
2298.00, 
2299.00, 
2300.00, 
2301.00, 
2302.00, 
2303.00, 
2304.00, 
2305.00, 
2306.00, 
2307.00, 
2308.00, 
2309.00, 
2310.00, 
2311.00, 
2312.00, 
2313.00, 
2314.00, 
2315.00, 
2316.00, 
2317.00, 
2318.00, 
2319.00, 
2320.00, 
2321.00, 
2322.00, 
2323.00, 
2324.00, 
2325.00, 
2326.00, 
2327.00, 
2328.00, 
2329.00, 
2330.00, 
2331.00, 
2332.00, 
2333.00, 
2334.00, 
2335.00, 
2336.00, 
2337.00, 
2338.00, 
2339.00, 
2340.00, 
2341.00, 
2342.00, 
2343.00, 
2344.00, 
2345.00, 
2346.00, 
2347.00, 
2348.00, 
2349.00, 
2350.00, 
2351.00, 
2352.00, 
2353.00, 
2354.00, 
2355.00, 
2356.00, 
2357.00, 
2358.00, 
2359.00, 
2360.00, 
2361.00, 
2362.00, 
2363.00, 
2364.00, 
2365.00, 
2366.00, 
2367.00, 
2368.00, 
2369.00, 
2370.00, 
2371.00, 
2372.00, 
2373.00, 
2374.00, 
2375.00, 
2376.00, 
2377.00, 
2378.00, 
2379.00, 
2380.00, 
2381.00, 
2382.00, 
2383.00, 
2384.00, 
2385.00, 
2386.00, 
2387.00, 
2388.00, 
2389.00, 
2390.00, 
2391.00, 
2392.00, 
2393.00, 
2394.00, 
2395.00, 
2396.00, 
2397.00, 
2398.00, 
2399.00, 
2400.00, 
2401.00, 
2402.00, 
2403.00, 
2404.00, 
2405.00, 
2406.00, 
2407.00, 
2408.00, 
2409.00, 
2410.00, 
2411.00, 
2412.00, 
2413.00, 
2414.00, 
2415.00, 
2416.00, 
2417.00, 
2418.00, 
2419.00, 
2420.00, 
2421.00, 
2422.00, 
2423.00, 
2424.00, 
2425.00, 
2426.00, 
2427.00, 
2428.00, 
2429.00, 
2430.00, 
2431.00, 
2432.00, 
2433.00, 
2434.00, 
2435.00, 
2436.00, 
2437.00, 
2438.00, 
2439.00, 
2440.00, 
2441.00, 
2442.00, 
2443.00, 
2444.00, 
2445.00, 
2446.00, 
2447.00, 
2448.00, 
2449.00, 
2450.00, 
2451.00, 
2452.00, 
2453.00, 
2454.00, 
2455.00, 
2456.00, 
2457.00, 
2458.00, 
2459.00, 
2460.00, 
2461.00, 
2462.00, 
2463.00, 
2464.00, 
2465.00, 
2466.00, 
2467.00, 
2468.00, 
2469.00, 
2470.00, 
2471.00, 
2472.00, 
2473.00, 
2474.00, 
2475.00, 
2476.00, 
2477.00, 
2478.00, 
2479.00, 
2480.00, 
2481.00, 
2482.00, 
2483.00, 
2484.00, 
2485.00, 
2486.00, 
2487.00, 
2488.00, 
2489.00, 
2490.00, 
2491.00, 
2492.00, 
2493.00, 
2494.00, 
2495.00, 
2496.00, 
2497.00, 
2498.00, 
2499.00, 
2500.00, 
